Country,Date,Confirmed,Deaths,Recovered
India,22-01-2020,0,0,0
India,29-01-2020,3,0,0
India,04-02-2020,3,0,0
India,11-02-2020,3,0,3
India,18-02-2020,3,0,3
India,25-02-2020,5,0,3
India,03-03-2020,56,0,4
India,10-03-2020,142,3,14
India,17-03-2020,536,10,40
India,24-03-2020,1251,32,102
India,31-03-2020,1397,35,123
India,07-04-2020,5311,150,421
India,14-04-2020,11487,393,1359
India,21-04-2020,20080,645,3975
